@relation 'trainingData-weka.filters.unsupervised.attribute.Remove-R2-6,8,10,13'

@attribute age numeric
@attribute housing {yes,no}
@attribute contact {unknown,cellular,telephone}
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute duration numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {unknown,failure,other,success}
@attribute termDeposit {no,yes}

@data
36,yes,cellular,may,214,-1,0,unknown,no
37,yes,cellular,may,143,-1,0,unknown,no
37,yes,cellular,may,377,-1,0,unknown,yes
32,yes,cellular,may,158,-1,0,unknown,yes
43,no,cellular,may,262,353,1,other,yes
28,yes,cellular,may,123,-1,0,unknown,no
36,yes,cellular,may,117,21,3,failure,yes
55,no,cellular,may,85,-1,0,unknown,no
33,yes,cellular,may,217,-1,0,unknown,no
29,no,cellular,may,344,88,1,failure,yes
54,no,cellular,may,352,186,2,failure,yes
39,no,cellular,may,284,-1,0,unknown,yes
29,no,cellular,may,315,-1,0,unknown,yes
32,yes,cellular,may,615,-1,0,unknown,yes
34,no,cellular,may,170,-1,0,unknown,no
37,no,telephone,may,100,-1,0,unknown,no
32,yes,cellular,may,414,35,4,failure,yes
27,no,telephone,may,281,101,1,success,no
33,yes,cellular,may,601,10,7,failure,yes
40,yes,cellular,may,133,363,5,failure,no
60,no,cellular,may,107,-1,0,unknown,no
37,no,cellular,may,314,-1,0,unknown,no
32,no,cellular,may,61,190,1,failure,no
24,no,cellular,may,78,105,1,failure,no
24,no,cellular,may,133,97,1,success,yes
35,yes,cellular,may,293,19,3,failure,no
42,no,cellular,may,125,104,3,success,no
34,no,cellular,may,66,-1,0,unknown,no
30,yes,cellular,may,260,-1,0,unknown,no
32,no,cellular,may,94,97,2,success,no
30,no,cellular,may,140,-1,0,unknown,no
52,no,cellular,may,309,-1,0,unknown,no
30,no,cellular,may,111,35,1,failure,no
32,yes,cellular,may,119,-1,0,unknown,no
58,no,cellular,may,1078,97,7,other,yes
44,no,cellular,may,159,-1,0,unknown,no
26,no,cellular,may,109,-1,0,unknown,no
25,no,cellular,may,217,-1,0,unknown,no
26,no,cellular,may,482,-1,0,unknown,yes
36,no,cellular,may,71,40,4,failure,no
40,no,cellular,may,260,-1,0,unknown,no
29,no,cellular,may,333,-1,0,unknown,no
30,no,cellular,may,228,-1,0,unknown,no
27,no,cellular,may,256,-1,0,unknown,no
33,no,cellular,may,131,-1,0,unknown,no
25,yes,cellular,may,154,-1,0,unknown,no
37,no,cellular,may,500,-1,0,unknown,no
30,no,cellular,may,172,105,1,other,no
25,no,cellular,may,176,-1,0,unknown,yes
51,no,cellular,may,574,97,10,success,no
34,no,cellular,may,244,-1,0,unknown,no
45,no,telephone,may,137,-1,0,unknown,no
54,no,cellular,may,98,-1,0,unknown,no
34,no,cellular,may,376,97,1,other,no
58,no,cellular,may,169,-1,0,unknown,no
27,no,telephone,may,240,-1,0,unknown,no
35,yes,cellular,may,167,285,4,success,no
25,no,cellular,may,351,-1,0,unknown,no
58,no,cellular,may,165,287,2,failure,yes
60,yes,cellular,may,400,358,2,failure,no
30,no,cellular,may,56,97,2,other,no
54,no,cellular,may,145,-1,0,unknown,no
34,no,cellular,may,243,35,6,other,yes
48,yes,cellular,may,208,96,3,other,yes
25,no,cellular,may,68,-1,0,unknown,no
27,no,cellular,may,103,-1,0,unknown,no
26,yes,cellular,may,81,29,1,failure,no
32,no,cellular,may,128,-1,0,unknown,no
43,yes,cellular,may,55,113,1,failure,no
26,no,cellular,may,75,-1,0,unknown,no
24,no,cellular,may,147,40,1,failure,no
59,no,cellular,may,140,-1,0,unknown,no
31,no,cellular,may,222,70,2,success,no
52,yes,cellular,may,145,98,2,failure,no
60,no,telephone,may,1346,-1,0,unknown,yes
43,no,cellular,may,118,102,2,failure,no
59,no,cellular,may,245,98,2,failure,no
28,no,cellular,may,135,-1,0,unknown,no
25,no,cellular,may,88,-1,0,unknown,no
50,no,cellular,may,303,-1,0,unknown,no
25,no,cellular,may,390,-1,0,unknown,yes
57,no,cellular,may,132,112,3,failure,no
60,yes,cellular,may,187,-1,0,unknown,no
51,no,cellular,may,109,-1,0,unknown,no
31,yes,cellular,may,299,-1,0,unknown,no
34,no,cellular,may,93,-1,0,unknown,no
49,yes,cellular,may,223,-1,0,unknown,no
34,no,cellular,may,141,188,1,failure,no
60,yes,cellular,may,149,-1,0,unknown,no
38,no,cellular,may,579,-1,0,unknown,yes
30,no,cellular,may,136,-1,0,unknown,no
32,no,cellular,may,114,287,3,failure,no
34,yes,cellular,may,197,98,1,other,no
44,no,cellular,may,222,-1,0,unknown,no
34,no,cellular,may,58,-1,0,unknown,no
29,yes,cellular,may,407,98,1,success,no
36,no,cellular,may,80,102,1,failure,no
32,no,cellular,may,112,-1,0,unknown,no
36,no,cellular,may,87,308,2,failure,no
55,yes,cellular,may,176,-1,0,unknown,no
26,no,cellular,may,396,-1,0,unknown,yes
21,no,cellular,may,260,-1,0,unknown,no
53,yes,cellular,may,103,-1,0,unknown,no
56,no,telephone,may,108,-1,0,unknown,no
28,yes,cellular,may,89,-1,0,unknown,no
28,yes,cellular,may,82,-1,0,unknown,no
29,yes,cellular,may,150,-1,0,unknown,no
25,no,cellular,may,170,-1,0,unknown,yes
28,no,cellular,may,362,77,1,failure,no
33,no,cellular,may,118,-1,0,unknown,no
26,no,cellular,may,264,-1,0,unknown,no
60,no,cellular,may,94,112,2,failure,no
25,no,cellular,may,137,-1,0,unknown,no
60,no,cellular,may,189,349,1,failure,no
32,no,cellular,may,208,98,2,success,yes
47,no,cellular,may,379,97,4,other,no
25,no,cellular,may,253,-1,0,unknown,yes
21,no,cellular,may,185,-1,0,unknown,yes
34,yes,cellular,may,129,-1,0,unknown,no
32,yes,cellular,may,175,-1,0,unknown,no
41,no,cellular,may,229,-1,0,unknown,yes
50,no,cellular,may,71,-1,0,unknown,no
44,no,cellular,may,158,-1,0,unknown,no
47,yes,cellular,may,161,-1,0,unknown,no
29,no,cellular,may,82,-1,0,unknown,no
56,no,cellular,may,121,-1,0,unknown,no
47,no,cellular,may,439,103,1,success,yes
37,no,cellular,may,242,212,1,success,yes
34,yes,cellular,may,145,-1,0,unknown,yes
60,no,cellular,may,282,-1,0,unknown,no
26,yes,cellular,may,74,43,5,other,no
27,no,cellular,may,483,-1,0,unknown,no
37,no,cellular,may,81,-1,0,unknown,no
27,no,cellular,may,283,-1,0,unknown,no
28,no,cellular,may,155,-1,0,unknown,yes
50,no,cellular,may,138,-1,0,unknown,no
24,yes,cellular,may,122,-1,0,unknown,yes
51,yes,cellular,may,133,41,5,success,no
26,no,cellular,may,776,97,3,success,yes
43,no,cellular,may,140,-1,0,unknown,no
39,no,cellular,may,86,-1,0,unknown,no
25,no,cellular,may,145,-1,0,unknown,no
37,yes,cellular,may,224,105,1,other,no
24,no,cellular,may,101,-1,0,unknown,no
25,no,cellular,may,268,-1,0,unknown,no
32,yes,cellular,may,281,188,1,failure,yes
32,no,cellular,may,123,-1,0,unknown,no
25,no,cellular,may,297,-1,0,unknown,no
54,no,cellular,may,200,-1,0,unknown,yes
45,no,cellular,may,114,-1,0,unknown,no
39,yes,cellular,may,113,-1,0,unknown,no
51,no,cellular,may,1576,-1,0,unknown,no
26,no,cellular,may,107,-1,0,unknown,no
32,no,cellular,may,204,-1,0,unknown,no
54,no,cellular,may,367,-1,0,unknown,yes
43,yes,cellular,may,82,309,1,failure,no
46,no,telephone,may,146,-1,0,unknown,no
24,no,cellular,may,424,-1,0,unknown,no
44,no,cellular,may,412,-1,0,unknown,yes
36,no,cellular,may,103,-1,0,unknown,no
38,no,cellular,may,161,100,3,success,no
25,no,cellular,may,114,-1,0,unknown,no
23,no,cellular,may,237,-1,0,unknown,no
28,no,telephone,may,198,-1,0,unknown,no
21,no,cellular,may,156,99,2,success,no
26,yes,cellular,may,112,-1,0,unknown,no
58,no,cellular,may,110,-1,0,unknown,no
54,yes,cellular,may,183,-1,0,unknown,no
55,no,cellular,may,76,103,5,success,no
32,yes,cellular,may,76,-1,0,unknown,no
25,no,cellular,may,311,-1,0,unknown,yes
39,no,cellular,may,128,-1,0,unknown,no
32,yes,cellular,may,99,-1,0,unknown,no
55,no,cellular,may,236,-1,0,unknown,no
30,no,cellular,may,144,187,1,failure,no
52,yes,cellular,may,99,99,1,success,no
39,no,telephone,may,186,-1,0,unknown,no
29,no,telephone,may,86,-1,0,unknown,no
56,no,cellular,may,158,-1,0,unknown,no
23,no,cellular,may,162,-1,0,unknown,no
34,no,cellular,may,110,-1,0,unknown,no
29,no,cellular,may,322,-1,0,unknown,no
26,no,cellular,may,210,100,1,success,no
36,yes,cellular,may,568,-1,0,unknown,no
36,yes,cellular,may,77,100,1,failure,no
35,no,cellular,may,85,-1,0,unknown,no
45,no,cellular,may,48,-1,0,unknown,no
30,no,cellular,may,93,-1,0,unknown,no
24,no,cellular,may,331,-1,0,unknown,no
25,yes,cellular,may,188,10,1,failure,yes
31,no,cellular,may,95,-1,0,unknown,no
25,no,cellular,may,135,-1,0,unknown,no
30,no,cellular,may,361,-1,0,unknown,no
45,no,cellular,may,142,-1,0,unknown,no
32,no,cellular,may,95,-1,0,unknown,no
38,yes,cellular,may,61,-1,0,unknown,no
57,no,cellular,may,141,-1,0,unknown,no
37,yes,telephone,may,71,90,1,other,no
55,no,cellular,jun,324,90,2,success,yes
57,no,cellular,jun,113,-1,0,unknown,no
55,yes,cellular,jun,108,94,2,other,no
28,no,cellular,jun,201,-1,0,unknown,no
38,yes,cellular,jun,71,-1,0,unknown,no
48,yes,cellular,jun,264,-1,0,unknown,yes
26,yes,cellular,jun,190,84,1,failure,no
25,no,cellular,jun,377,-1,0,unknown,yes
49,yes,cellular,jun,205,95,1,success,yes
25,no,cellular,jun,287,-1,0,unknown,yes
43,no,cellular,jun,346,-1,0,unknown,no
38,no,cellular,jun,263,-1,0,unknown,yes
41,yes,cellular,jun,129,314,2,failure,no
47,no,cellular,jun,154,-1,0,unknown,no
60,no,cellular,jun,814,80,2,success,no
46,no,cellular,jun,67,41,1,failure,no
24,no,cellular,jun,65,-1,0,unknown,no
45,no,cellular,jun,166,-1,0,unknown,yes
45,no,cellular,jun,69,293,7,failure,yes
30,yes,cellular,jun,353,-1,0,unknown,no
59,no,telephone,jun,277,-1,0,unknown,no
59,yes,cellular,jun,244,-1,0,unknown,no
26,no,cellular,jun,326,-1,0,unknown,yes
25,yes,cellular,jun,119,20,5,failure,no
31,no,cellular,jun,285,-1,0,unknown,no
58,no,cellular,jun,161,-1,0,unknown,no
58,no,cellular,jun,459,196,1,failure,no
49,no,cellular,jun,1460,-1,0,unknown,yes
25,no,cellular,jun,1048,-1,0,unknown,yes
53,no,cellular,jun,781,-1,0,unknown,yes
43,no,cellular,jun,335,-1,0,unknown,yes
49,no,cellular,jun,412,-1,0,unknown,yes
54,no,cellular,jun,177,-1,0,unknown,yes
47,no,cellular,jun,251,90,1,success,yes
52,yes,cellular,jun,144,83,1,failure,no
37,no,cellular,jun,93,347,1,success,no
52,no,telephone,jun,153,-1,0,unknown,no
60,yes,cellular,jun,128,192,1,failure,no
57,no,cellular,jun,151,69,1,failure,no
35,yes,cellular,jun,128,83,1,success,no
56,no,cellular,jun,388,-1,0,unknown,no
47,no,cellular,jun,180,-1,0,unknown,no
52,no,telephone,jun,192,-1,0,unknown,no
45,no,cellular,jun,761,-1,0,unknown,no
48,yes,cellular,jun,262,-1,0,unknown,no
50,no,cellular,jun,141,-1,0,unknown,no
30,no,cellular,jun,153,-1,0,unknown,no
54,no,cellular,jun,174,81,2,success,yes
53,no,telephone,jun,89,119,1,failure,no
43,no,cellular,jun,114,38,2,other,yes
46,no,cellular,jun,111,119,4,other,no
23,no,cellular,jun,192,-1,0,unknown,yes
48,no,cellular,jun,215,-1,0,unknown,yes
30,no,cellular,jun,235,-1,0,unknown,yes
38,no,cellular,jun,1087,-1,0,unknown,yes
34,no,cellular,jun,253,-1,0,unknown,yes
39,no,telephone,jun,182,-1,0,unknown,no
52,yes,cellular,jun,1144,-1,0,unknown,yes
57,no,telephone,jun,53,-1,0,unknown,no
27,no,cellular,jun,220,28,8,other,yes
60,no,cellular,jun,195,-1,0,unknown,no
58,no,cellular,jun,373,-1,0,unknown,no
31,no,cellular,jun,134,-1,0,unknown,no
27,no,cellular,jun,181,-1,0,unknown,no
44,yes,telephone,jun,55,82,1,other,no
34,yes,cellular,jun,95,-1,0,unknown,no
40,no,cellular,jun,314,-1,0,unknown,yes
36,no,cellular,jun,206,192,1,failure,no
41,yes,cellular,jun,288,-1,0,unknown,no
36,no,cellular,jun,327,-1,0,unknown,no
47,no,cellular,jun,163,84,1,success,yes
30,no,cellular,jun,111,-1,0,unknown,no
32,yes,cellular,jun,149,-1,0,unknown,no
47,no,telephone,jun,23,-1,0,unknown,no
29,no,cellular,jun,101,92,5,success,no
54,no,cellular,jun,257,-1,0,unknown,yes
26,no,cellular,jun,479,-1,0,unknown,yes
34,no,cellular,jun,143,281,5,other,no
32,yes,cellular,jun,154,194,3,failure,no
37,yes,cellular,jun,107,-1,0,unknown,yes
34,no,cellular,jun,350,-1,0,unknown,yes
36,no,cellular,jun,126,120,1,failure,no
48,yes,cellular,jun,118,81,1,success,no
26,no,cellular,jun,199,96,2,success,yes
30,no,cellular,jun,115,-1,0,unknown,no
36,no,cellular,jun,368,-1,0,unknown,no
45,no,cellular,jun,177,301,2,failure,no
26,no,cellular,jun,64,-1,0,unknown,no
34,no,cellular,jun,84,-1,0,unknown,no
29,yes,cellular,jun,690,-1,0,unknown,yes
26,no,cellular,jun,384,-1,0,unknown,yes
40,no,cellular,jun,596,-1,0,unknown,yes
47,no,cellular,jun,654,95,1,failure,yes
56,no,cellular,jun,144,-1,0,unknown,no
34,no,telephone,jun,50,120,1,other,no
35,yes,cellular,jun,88,-1,0,unknown,no
43,no,cellular,jun,169,-1,0,unknown,yes
59,no,cellular,jun,395,-1,0,unknown,no
38,no,cellular,jun,103,67,4,success,yes
38,no,cellular,jun,167,298,10,other,no
38,no,cellular,jun,253,-1,0,unknown,no
49,yes,cellular,jun,225,82,1,success,no
28,no,cellular,jun,135,-1,0,unknown,no
50,no,cellular,jun,160,-1,0,unknown,yes
39,yes,cellular,jun,162,28,15,failure,no
56,no,cellular,jun,136,96,3,failure,no
60,no,cellular,jun,138,-1,0,unknown,no
57,yes,telephone,jun,421,-1,0,unknown,yes
25,no,cellular,jun,100,-1,0,unknown,no
39,yes,cellular,jun,171,-1,0,unknown,yes
45,yes,cellular,jun,163,95,2,failure,no
36,yes,cellular,jun,74,-1,0,unknown,no
50,no,telephone,jun,108,-1,0,unknown,no
25,no,cellular,jun,91,-1,0,unknown,no
49,yes,cellular,jun,712,60,3,failure,yes
27,no,cellular,jun,74,120,1,success,yes
55,no,telephone,jun,128,-1,0,unknown,no
51,no,telephone,jun,392,-1,0,unknown,no
35,yes,cellular,jun,392,-1,0,unknown,no
39,no,cellular,jun,369,-1,0,unknown,no
53,no,cellular,jun,217,-1,0,unknown,no
45,no,cellular,jun,116,-1,0,unknown,no
38,yes,cellular,jun,318,95,7,success,yes
30,no,cellular,jun,116,-1,0,unknown,no
56,no,cellular,jun,211,-1,0,unknown,no
31,no,cellular,jun,261,-1,0,unknown,yes
29,no,cellular,jun,245,-1,0,unknown,yes
41,yes,cellular,jun,142,-1,0,unknown,no
28,no,cellular,jun,673,-1,0,unknown,no
49,yes,cellular,jun,263,368,3,failure,yes
26,no,cellular,jun,696,27,2,failure,no
32,yes,cellular,jun,352,56,2,failure,no
34,yes,cellular,jun,159,84,2,failure,no
32,yes,cellular,jun,118,60,1,failure,no
46,yes,cellular,jun,310,55,6,other,yes
57,no,cellular,jun,482,-1,0,unknown,yes
41,no,cellular,jun,224,-1,0,unknown,no
40,no,cellular,jun,221,-1,0,unknown,no
28,no,cellular,jun,924,113,21,success,yes
43,no,cellular,jun,130,-1,0,unknown,no
44,yes,cellular,jun,130,-1,0,unknown,no
33,yes,cellular,jun,72,-1,0,unknown,no
54,no,cellular,jun,95,-1,0,unknown,no
37,no,cellular,jun,253,-1,0,unknown,yes
58,no,telephone,jun,306,-1,0,unknown,no
52,no,cellular,jun,77,-1,0,unknown,no
35,no,cellular,jun,80,92,1,failure,no
30,yes,cellular,jun,212,-1,0,unknown,no
38,no,cellular,jun,192,-1,0,unknown,yes
39,no,cellular,jun,96,-1,0,unknown,no
38,no,cellular,jun,132,-1,0,unknown,no
40,no,cellular,jun,76,-1,0,unknown,no
35,no,cellular,jun,250,-1,0,unknown,yes
30,no,cellular,jun,146,-1,0,unknown,no
34,no,cellular,jun,269,92,2,failure,no
35,yes,cellular,jun,102,96,2,failure,no
54,no,cellular,jun,236,-1,0,unknown,yes
54,no,cellular,jun,122,91,8,failure,no
56,no,cellular,jun,71,-1,0,unknown,no
29,yes,cellular,jun,163,55,2,failure,yes
52,no,cellular,jun,541,-1,0,unknown,yes
34,no,cellular,jun,262,71,1,success,yes
32,no,cellular,jun,115,86,2,success,yes
30,no,cellular,jun,206,-1,0,unknown,no
40,yes,cellular,jun,406,-1,0,unknown,yes
54,no,cellular,jun,244,-1,0,unknown,yes
27,no,cellular,jun,508,-1,0,unknown,no
55,no,telephone,jun,437,-1,0,unknown,yes
30,no,cellular,jun,192,-1,0,unknown,no
29,no,cellular,jun,136,-1,0,unknown,no
59,no,cellular,jun,123,-1,0,unknown,no
29,no,cellular,jun,313,-1,0,unknown,yes
38,no,cellular,jun,137,-1,0,unknown,no
42,no,cellular,jun,705,195,1,failure,yes
33,no,cellular,jun,198,-1,0,unknown,yes
23,no,cellular,jun,200,-1,0,unknown,no
34,no,cellular,jun,117,-1,0,unknown,yes
52,no,cellular,jun,210,-1,0,unknown,yes
29,no,cellular,jun,321,-1,0,unknown,yes
39,no,cellular,jun,296,-1,0,unknown,yes
36,yes,cellular,jun,86,-1,0,unknown,no
31,no,cellular,jun,411,-1,0,unknown,yes
37,yes,cellular,jun,101,-1,0,unknown,no
31,no,cellular,jun,138,-1,0,unknown,no
25,no,cellular,jun,165,-1,0,unknown,yes
34,no,cellular,jun,88,-1,0,unknown,no
39,no,telephone,jun,116,121,1,failure,no
29,yes,cellular,jun,340,119,1,failure,yes
38,no,cellular,jun,88,-1,0,unknown,no
55,no,cellular,jun,591,-1,0,unknown,yes
26,yes,cellular,jun,385,96,5,success,yes
33,yes,cellular,jun,2219,28,2,failure,no
45,yes,cellular,jun,240,307,10,other,no
32,no,cellular,jun,126,44,4,failure,no
53,no,cellular,jun,107,-1,0,unknown,no
30,no,cellular,jun,238,-1,0,unknown,yes
54,no,cellular,jun,170,-1,0,unknown,yes
34,no,cellular,jun,342,90,7,other,no
57,no,cellular,jun,170,-1,0,unknown,no
50,no,cellular,jun,74,90,2,failure,no
46,yes,cellular,jun,65,96,1,failure,no
56,no,cellular,jun,151,-1,0,unknown,no
39,no,cellular,jun,539,-1,0,unknown,yes
28,no,cellular,jun,138,85,1,success,no
39,no,cellular,jun,157,-1,0,unknown,no
58,yes,cellular,jun,1361,391,1,failure,no
29,no,cellular,jun,180,-1,0,unknown,no
30,no,cellular,jun,198,-1,0,unknown,no
42,no,cellular,jun,447,96,1,success,yes
42,no,cellular,jun,247,-1,0,unknown,no
46,no,cellular,jun,167,-1,0,unknown,no
36,yes,cellular,jun,74,-1,0,unknown,no
33,yes,cellular,jun,102,-1,0,unknown,no
26,no,cellular,jun,300,72,1,success,yes
55,no,cellular,jun,97,-1,0,unknown,no
30,no,cellular,jun,343,-1,0,unknown,no
22,no,cellular,jun,156,-1,0,unknown,no
39,no,cellular,jun,699,119,1,failure,yes
40,yes,cellular,jun,431,119,9,failure,yes
34,yes,cellular,jun,161,-1,0,unknown,no
41,no,cellular,jun,175,-1,0,unknown,no
56,no,cellular,jun,124,34,2,failure,no
41,yes,cellular,jun,77,391,2,other,no
25,no,cellular,jun,837,-1,0,unknown,yes
58,no,cellular,jun,334,79,3,other,no
43,no,cellular,jun,725,93,1,success,yes
25,no,cellular,jun,617,-1,0,unknown,yes
39,no,cellular,jun,140,-1,0,unknown,yes
33,yes,cellular,jun,178,-1,0,unknown,no
44,no,cellular,jun,150,-1,0,unknown,no
55,no,cellular,jun,213,-1,0,unknown,no
33,yes,cellular,jun,266,27,1,failure,no
38,yes,cellular,jun,78,44,2,failure,no
29,yes,cellular,jun,114,-1,0,unknown,no
22,no,telephone,jun,34,-1,0,unknown,no
46,yes,cellular,jun,295,-1,0,unknown,no
43,yes,cellular,jun,187,20,1,other,yes
46,no,telephone,jun,218,-1,0,unknown,no
30,no,cellular,jun,125,-1,0,unknown,no
34,yes,cellular,jun,153,309,3,other,no
29,no,cellular,jun,277,-1,0,unknown,no
35,yes,cellular,jun,328,94,4,success,yes
42,yes,cellular,jun,280,126,11,failure,yes
42,no,cellular,jun,207,-1,0,unknown,yes
36,yes,cellular,jun,94,-1,0,unknown,no
37,no,cellular,jun,106,79,3,success,no
27,no,cellular,jun,449,-1,0,unknown,yes
27,no,cellular,jun,182,-1,0,unknown,yes
33,no,cellular,jun,111,78,2,failure,no
29,no,cellular,jun,224,-1,0,unknown,yes
29,no,cellular,jun,400,-1,0,unknown,yes
34,yes,cellular,jun,80,-1,0,unknown,no
26,no,cellular,jun,217,-1,0,unknown,yes
39,no,cellular,jun,160,-1,0,unknown,yes
41,yes,cellular,jun,352,122,2,failure,yes
29,no,cellular,jun,787,-1,0,unknown,yes
33,yes,cellular,jun,323,80,14,other,yes
40,no,cellular,jun,78,-1,0,unknown,no
26,no,cellular,jun,221,126,1,failure,no
43,no,cellular,jun,156,85,3,failure,yes
30,yes,cellular,jun,194,-1,0,unknown,yes
30,yes,cellular,jun,105,-1,0,unknown,no
55,no,cellular,jun,94,-1,0,unknown,yes
25,no,cellular,jun,136,-1,0,unknown,yes
38,yes,cellular,jun,81,391,3,failure,yes
41,no,cellular,jun,102,297,3,failure,yes
35,no,cellular,jun,147,119,3,failure,yes
31,no,cellular,jun,121,-1,0,unknown,yes
25,no,cellular,jun,89,-1,0,unknown,yes
44,no,cellular,jun,77,-1,0,unknown,no
22,no,cellular,jun,112,-1,0,unknown,no
34,yes,cellular,jun,218,-1,0,unknown,no
38,yes,cellular,jun,422,79,4,other,no
31,no,cellular,jun,1161,97,2,success,yes
24,no,cellular,jun,442,-1,0,unknown,no
38,no,cellular,jun,352,-1,0,unknown,no
34,no,cellular,jun,246,196,2,success,yes
50,no,telephone,jun,143,-1,0,unknown,no
32,no,cellular,jun,216,-1,0,unknown,no
27,no,cellular,jun,124,-1,0,unknown,yes
30,no,cellular,jun,578,-1,0,unknown,yes
34,no,cellular,jun,282,126,3,failure,yes
44,no,cellular,jun,94,-1,0,unknown,no
29,no,cellular,jun,66,79,19,failure,no
27,yes,cellular,jun,73,107,1,failure,no
40,yes,cellular,jun,592,50,8,failure,yes
50,no,telephone,jun,180,-1,0,unknown,no
28,no,cellular,jun,114,-1,0,unknown,no
57,no,telephone,jun,166,-1,0,unknown,yes
41,no,telephone,jun,111,-1,0,unknown,no
27,no,cellular,jun,101,-1,0,unknown,no
29,yes,cellular,jun,105,-1,0,unknown,no
60,no,cellular,jun,207,-1,0,unknown,no
24,no,cellular,jun,1094,-1,0,unknown,no
54,no,telephone,jun,133,-1,0,unknown,no
20,no,cellular,jun,133,-1,0,unknown,no
27,no,cellular,jun,397,-1,0,unknown,yes
23,no,cellular,jun,264,-1,0,unknown,no
22,no,cellular,jun,155,-1,0,unknown,no
25,no,cellular,jun,169,-1,0,unknown,no
28,no,cellular,jun,275,-1,0,unknown,yes
35,no,cellular,jun,199,86,7,success,yes
57,no,cellular,jun,232,-1,0,unknown,yes
44,no,cellular,jun,462,-1,0,unknown,yes
25,no,cellular,jun,255,-1,0,unknown,yes
31,no,cellular,jun,247,-1,0,unknown,no
26,yes,telephone,jun,227,-1,0,unknown,no
40,no,cellular,jun,398,-1,0,unknown,no
34,no,cellular,jun,206,99,1,failure,no
57,no,telephone,jun,302,-1,0,unknown,yes
21,no,cellular,jun,191,-1,0,unknown,yes
36,no,cellular,jun,317,-1,0,unknown,no
49,no,cellular,jun,1543,-1,0,unknown,yes
54,no,cellular,jun,207,-1,0,unknown,yes
28,yes,cellular,jun,77,-1,0,unknown,no
28,yes,cellular,jun,509,-1,0,unknown,yes
24,yes,cellular,jun,133,67,2,failure,no
34,no,cellular,jun,329,94,3,success,no
55,no,cellular,jun,365,57,2,other,yes
53,no,telephone,jun,145,-1,0,unknown,no
30,yes,cellular,jun,159,-1,0,unknown,yes
35,no,cellular,jun,276,-1,0,unknown,yes
25,no,cellular,jun,604,-1,0,unknown,no
59,no,telephone,jun,153,-1,0,unknown,no
35,no,telephone,jun,522,-1,0,unknown,yes
38,yes,cellular,jun,76,123,1,failure,no
23,no,cellular,jun,471,-1,0,unknown,no
42,no,cellular,jun,92,-1,0,unknown,no
21,no,telephone,jun,329,95,1,other,no
31,no,cellular,jun,207,98,1,success,yes
35,no,cellular,jun,57,304,1,failure,no
41,no,cellular,jun,577,-1,0,unknown,yes
29,no,cellular,jun,271,92,2,success,no
26,no,cellular,jun,455,-1,0,unknown,no
30,no,telephone,jun,366,-1,0,unknown,yes
28,no,cellular,jun,201,-1,0,unknown,yes
31,no,cellular,jun,166,-1,0,unknown,yes
31,yes,cellular,jun,89,-1,0,unknown,no
31,yes,cellular,jun,548,-1,0,unknown,yes
25,no,cellular,jun,96,-1,0,unknown,no
53,no,cellular,jun,438,-1,0,unknown,yes
39,yes,cellular,jun,138,-1,0,unknown,no
51,no,telephone,jun,303,-1,0,unknown,no
33,no,cellular,jun,110,-1,0,unknown,no
57,no,cellular,jun,304,91,1,success,yes
22,no,cellular,jun,126,91,1,success,yes
33,no,cellular,jun,157,-1,0,unknown,yes
54,no,cellular,jun,151,-1,0,unknown,no
54,no,telephone,jun,800,-1,0,unknown,no
50,no,telephone,jun,113,-1,0,unknown,no
36,no,cellular,jun,143,-1,0,unknown,no
28,no,cellular,jun,130,-1,0,unknown,no
56,no,cellular,jun,58,-1,0,unknown,no
50,no,cellular,jun,97,-1,0,unknown,no
37,no,cellular,jun,98,-1,0,unknown,no
37,no,cellular,jun,257,97,1,success,yes
50,no,cellular,jun,152,89,2,success,no
52,no,cellular,jun,252,-1,0,unknown,no
31,no,cellular,jun,107,-1,0,unknown,yes
38,yes,cellular,jun,127,130,2,failure,no
53,no,cellular,jun,139,-1,0,unknown,no
49,no,cellular,jun,138,-1,0,unknown,yes
34,yes,cellular,jun,301,-1,0,unknown,yes
33,yes,cellular,jun,84,-1,0,unknown,no
35,no,cellular,jun,243,-1,0,unknown,yes
35,no,cellular,jun,200,-1,0,unknown,yes
28,no,cellular,jun,431,102,1,success,no
31,yes,cellular,jun,106,-1,0,unknown,no
32,no,cellular,jun,234,83,2,success,yes
31,no,cellular,jun,100,-1,0,unknown,no
53,no,cellular,jun,835,-1,0,unknown,no
43,yes,cellular,jun,67,202,3,failure,no
50,no,cellular,jun,239,-1,0,unknown,yes
36,no,cellular,jun,993,85,4,success,yes
41,no,cellular,jun,183,294,2,failure,yes
50,no,cellular,jun,103,-1,0,unknown,no
25,no,telephone,jun,221,-1,0,unknown,yes
37,yes,cellular,jun,105,318,6,failure,no
52,no,telephone,jun,137,113,1,other,no
24,no,cellular,jun,239,95,4,success,yes
41,no,cellular,jun,230,-1,0,unknown,no
42,no,cellular,jun,186,-1,0,unknown,yes
30,no,cellular,jun,80,105,1,failure,no
25,no,cellular,jun,126,-1,0,unknown,yes
40,no,cellular,jun,69,-1,0,unknown,no
60,no,cellular,jun,95,357,2,failure,yes
30,no,cellular,jun,136,101,1,success,no
49,yes,cellular,jun,177,-1,0,unknown,no
48,yes,cellular,jun,110,-1,0,unknown,no
